word,category
"avid,열심인, 열정적인; 탐욕적인",TOEFL
"celebratory,adj . 축하 하는 , 기념 하는",TOEIC
"be given preference,phr . 우대 를 받다",TOEIC
"haphazardly,우연히, 계획성 없이",TOEFL
"multiple,a. *복합적인, 다수의*",SUNEUNG
"leave,나뭇잎",GTELP
"transport,v. *수송[운송]하다*",SUNEUNG
"be ideal for,에 이상적 이다",TOEIC
"indecent,버릇없는,품위없는",TOEFL
"profession,직업 분야",GTELP
"desolate,황량한, 인기척이 없는, 쓸쓸한, 외로운",TOEFL
"adequate,a. *적당한*",SUNEUNG
"have an abhorrence of,~을 몹시 싫어하다",TOEFL
"replacement,n . 교체 , 대체 : 대체물 ( 대체자 ] . 대용품",TOEIC
"flea,n. *벼룩*",SUNEUNG
"2. 차별, 차별대우",TOEFL
"upscale,adj . 평균 이상의 : 부자 의",TOEIC
a. *수평의*,SUNEUNG
"confirm,v. 확인하다",TOEFL
"fold,v. *접다*",SUNEUNG
"demonstrate,v. *논증하다, 설명하다,* 시위하다, 보여 주다",SUNEUNG
"fluctuation,n . 변동 , 파동",TOEIC
"maintain,유지하다, 주장하다",TOEFL
"mature,a. *성숙한, 익은,* 지불 만기의",SUNEUNG
"physically,신체적으로",GTELP
"active,a. *활동적인, 적극적인*",SUNEUNG
"valuable,adj . 가치 가 큰 : 소중한",TOEIC
n. *내기*,SUNEUNG
"discernible,A. 인식[식별]할 수 있는",TOEFL
"anymore,더 이상",GTELP
"enclosed document,동봉 된 문서",TOEIC
"overweening,자만한, 건방진",TOEFL
"streamline,v . ( 일 / 조직 등 을 ) 간소화 ( 능률화 ] 하다",TOEIC
"compare,비교하다",GTELP
"stress,v . 강조 하다 n . 강조 , 중점",TOEIC
"clap,손뼉을 치다",GTELP
"exist,v. *존재하다,* 살아가다",SUNEUNG
"stance,n. *서 있는 자세, 태도*",SUNEUNG
"portfolio,n. *대표 작품, 선집, 포트폴리오,* 유가 증권",SUNEUNG
"improve,v . 개선 하다 . 향상 시키다",TOEIC
"fragile,a. *부서지기 쉬운*",SUNEUNG
"dilapidated,황폐한, 낡아빠진",TOEFL
"collapse,무너지다",TOEFL
"impotent,' 무기력한, 허약한 a powerless ; helpless ; unable to perform sexual intercourse '",TOEFL
"languid,늘어진, 나른한, 기력 없는",TOEFL
"secure,v . 안전하게 지키다 : 얻다 . 확보 하 다 . 고정 시키다 adj . 안전한",TOEIC
"dearth,부족, 결핍",TOEFL
v. *맹세하다*,SUNEUNG
"occasionally,adv . 때때로 , 가끔",TOEIC
"protection,보호",GTELP
"compromise,v. *타협하다*",SUNEUNG
"confused,혼란스러운",GTELP
"deliberate,adj . 고의적 인 : 신중한 v . 심사숙고 하다",TOEIC
"in case,con . ~ 인 경우를 대비해서 : 만약 ~ 인 경우에",TOEIC
"lecture,강연 강의",GTELP
"offensive,공격적인, 무례한",TOEFL
"reference,n. *참조, 참고,* 언급",SUNEUNG
"distributive,adj . ( 상품 ) 유통 의",TOEIC
"designate,지정하다, 지명하다",TOEFL
"clue,n. *실마리, 단서*",SUNEUNG
"passive listener,수동적 청취자",GTELP
"pleasure,기쁨",GTELP
"paste,n. *풀, 반죽*",SUNEUNG
"look back at,을 다시 보다",GTELP
"categorize,v . 분류 하다",TOEIC
"popular,adj . 인기 있는 , 대중 적인",TOEIC
2. 제조; 조립; 구조물,TOEFL
"curse,저주하다",TOEFL
"exhausted,지친 힘든",GTELP
"appreciate,감사하다",GTELP
"deficient,a. *부족한, 불완전한*",SUNEUNG
"deplorable,비참한, 통탄할 만한",TOEFL
"apologize,v . 사과 하다 사죄 하다",TOEIC
"stock,n. *재고품, 저장, 가축*",SUNEUNG
"fire fighter,소방관",GTELP
"intend,v . 의도 하다 . ~ 하려고 생각 하다",TOEIC
"deed,n. *행위, 업적*",SUNEUNG
"plastic surgeon,성형외과 의사",TOEFL
"revive,v. *되살아나다*",SUNEUNG
"a. *수양의, 위탁의*",SUNEUNG
"stare at,빤히 쳐다 보다 응시하다",GTELP
"statistics,통계",GTELP
"weep,v. *울다*",SUNEUNG
"courier,n. 급송 택배, 급사",TOEFL
"rear,n. *뒤*",SUNEUNG
"imperceptibly,감지 할수 없게, 알아 차릴수 없게(=invisible)",TOEFL
"opportune,(시기, 시간) 적절한",TOEFL
"by carrying bags,가방을 날라주며",GTELP
"discuss,v. *토론하다*",SUNEUNG
",가족 지역 사회의 지원",GTELP
"instruction,n . 가르침 : 지시 , 설명서 ( -s )",TOEIC
"bucket,양동이",GTELP
"desire,욕구",GTELP
"seal,n. *도장, 봉인,* 바다표범",SUNEUNG
"chasten,Vt. 잘못을 깨닫게 하다, 벌하여 바로잡다",TOEFL
"homogeneous,동종의, 균질의, 비슷한",TOEFL
"enticing,마음을 끄는, 유혹적인",TOEFL
"appropriate,적절한, 적당한",TOEFL
"dawn,새벽",GTELP
"condense,v. *농축하다, 요약하다*",SUNEUNG
"acquire,v . 습득 하다 , 인수 하다",TOEIC
"lightlitlit,불을 켜다",GTELP
"afflict,v. *괴롭히다*",SUNEUNG
"erudite,A. 학식 있는, 박식한, 학자적인",TOEFL
"researcher,연구가",GTELP
"on-site,adj . 현장 의 , 현지 의",TOEIC
"falsify,v. *잘못을 입증하다*",SUNEUNG
"accumulation,n . 축적 , 누적",TOEIC
"instant,a. *즉각의, 즉석의*",SUNEUNG
"universal,a. *보편적인,* 우주의",SUNEUNG
"perform,실행하다 이행하다",GTELP
"fraught,가득한, (정신) 괴로워하는, 걱정하는",TOEFL
"concentrate on,~에 집중하다",TOEFL
"annually,adv . 매년 , 해마다",TOEIC
"shrill,(소리가) 날카로운, 높은",TOEFL
"population,인구",GTELP
"arrogance,거만, 오만",TOEFL
"worthwhile,a. *~할 가치가 있는*",SUNEUNG
"deficit,n . 적자 , 부족액",TOEIC
"discrete,a. *분리된, 별개의*",SUNEUNG
"routine,n. *일상적인 일, 일과,*",SUNEUNG
"agenda,의제, 안건",TOEFL
"presumably,아마, 짐작건대",TOEFL
"recluse,속세를 떠난, 은둔한, 쓸쓸한",TOEFL
"rigorous,엄격한, 혹독한",TOEFL
"solvent,a. *용해력이 있는,* 지불 능력이 있는",SUNEUNG
"dire,무서운, 비참한",TOEFL
"different cultures,다른 문화",GTELP
"ingredient,재료",GTELP
"despite,에도 불구하고",GTELP
"present,현재의",GTELP
"velocity,n. *속력*",SUNEUNG
"while,반면에",GTELP
"normality,n . 정상 상태",TOEIC
"interact,상호작용하다, 서로 영향을 미치다",TOEFL
"fad,n. *일시적 유행*",SUNEUNG
"indeed,실제로",GTELP
"propaganda,n. *선전 활동, 선전*",SUNEUNG
"clog,막다, 방해하다",TOEFL
"foundation,기초 토대",GTELP
"control,v. *관리하다*",SUNEUNG
"indispensable,a. *필수 불가결한*",SUNEUNG
"breathe,숨 쉬다",GTELP
"notify,v. *공지하다, 알리다*",SUNEUNG
"adjacent to,~에 인접한",TOEFL
"skill,기술 솜씨",GTELP
"bid,v. *말하다, 명령하다,* 입찰하다",SUNEUNG
"dizziness,현기증",GTELP
"apparel,의복, 의류",TOEFL
"nomad,n. *유목민, 방랑자*",SUNEUNG
"national holidays,국경일",GTELP
"nutrition,n . 영양물 , 영양 섭취",TOEIC
"nurture,양육하다, 돌보다",TOEFL
"relentless,엄격한, 가혹한, 무자비한",TOEFL
"reply/respond/react to N/-ing,~에 응답하다 반응하다",TOEIC
"big mean,양이 많은 식사",GTELP
"etymologist,어원학자, 어원연구가",TOEFL
"transplant,n. *이식*",SUNEUNG
"look forward to N/-ing,~를 기대하다",TOEIC
"handle,v . 다루다 . 처리하다",TOEIC
"gregarious,군집성의, 사교적인",TOEFL
"rudimentary,미발달의, 미성숙의; 기본적인",TOEFL
"such a great,그 런 멋진",GTELP
"equity,공평, 공정",TOEFL
"unusual,유별난",GTELP
"outlaw,v. *금지하다, 법적으로 무효화하다*",SUNEUNG
"predict,v . 예측 하다 . 예견 하다",TOEIC
"industry,n . 산업 , ( 특정 분야 의 ) 사업",TOEIC
"reticent,말이 없는, 과묵한",TOEFL
"mandate,요구하다, 명령하다",TOEFL
"apply for,지원 하다",TOEIC
"abuse,남용하다, 학대하다",TOEFL
"sibling,n. *형제자매, 동기*",SUNEUNG
"static,a. *정적인, 고정된*",SUNEUNG
"reverberate,반향하다, 울려퍼지다",TOEFL
"coexist,v. *공존하다*",SUNEUNG
"commute,n. *통근*",SUNEUNG
"experience,경험",GTELP
"paralysis,n. *마비*",SUNEUNG
"device,n . 기기 , 장치",TOEIC
"resonate,v . 반향 을 불러 일으키다",TOEIC
"create,만들다",GTELP
"dropout,낙제하다 실패하다",GTELP
"a. *기준의, 표준의*",SUNEUNG
"eliminate,v . 없애다 . 제거 하다",TOEIC
"psychiatrist,n. 정신과 의사",TOEFL
"acquaint,익히다, 숙지하다",TOEFL
"specialize,v . 전문 으로 하다",TOEIC
"nonrefundable,adj . 환불 되지 않는",TOEIC
"devastate,v. *황폐시키다*",SUNEUNG
"vomit,v. *토하다*",SUNEUNG
"far-reaching,광범위한",TOEFL
"spotless,a. 아주 깨끗한, 흠잡을 데 없는",TOEFL
"illiterate,문맹의, 글을 모르는",TOEFL
"equip,장비를 갖추다",GTELP
"accomplished,adj . ( 기량 이 ) 뛰어난 , 재주 가 많은",TOEIC
"wellpaid,보수가 좋은",GTELP
"sum,n. *총합, 합계*",SUNEUNG
"entire,전체의 완전한",GTELP
"estimate,평가하다",TOEFL
"hydrogen,n. *수소*",SUNEUNG
"blame,비난하다",GTELP
"crash,쿵 떨어지다",GTELP
"environmentally,환경적으로",GTELP
"sensible,a. *분별 있는, 현명한*",SUNEUNG
"breakdown,n. *고장, 쇠약*",SUNEUNG
"public,v. *발표하다, 출판하다*",SUNEUNG
"glamorize,미화하다, 매력적으로 만들다",TOEFL
"loan,n. *대출, 대출금*",SUNEUNG
"fashion,n. *유행, 방식*",SUNEUNG
"activate,활성화 하다",GTELP
"oiled paper,기름 장판지",GTELP
"gluttony,대식, 폭음, 폭식",TOEFL
"perpetrate,(범죄, 과실, 실책) 범하다, 저지르다",TOEFL
"bountiful,풍부한",TOEFL
"intriguing,a. *아주 흥미로운*",SUNEUNG
"consist,v. (부분 · 요소로) *이루어져 있다*",SUNEUNG
n. 종이 조각,SUNEUNG
"mourn,v. *슬퍼하다, 애도하다*",SUNEUNG
"benefactor,은인, 후원자",TOEFL
"charge,충전하다,비난하다,부담시키다",TOEFL
"demolish,v. *파괴하다, 폐지하다*",SUNEUNG
v. *궤도를 그리며 돌다*,SUNEUNG
"perfectly,adv . 완전히 , 완벽 하게",TOEIC
"pursue,v. *추구하다, 쫓자*",SUNEUNG
"proof,n . 증명 ( 서 ) , 증거 ( 물 )",TOEIC
"communicative connection,의사소통연결고리",GTELP
"traditional,전통적인",GTELP
"bait,미끼",GTELP
"play a role,역할을 하다",GTELP
"exceptionally,adv . 예외적 으로 , 특별히",TOEIC
"clarification,n . 설명 , 해명",TOEIC
"my gosh,맙소사",GTELP
"status,지위, 신분",TOEFL
"rod,n. *막대기, 회초리*",SUNEUNG
"indulge,빠지다, 탐닉하다",TOEFL
"resume,다시 시작하다",TOEFL
"previous,a. *앞의, 이전의*",SUNEUNG
"passerby,지나가는 사람 행인",GTELP
"registration,n . 등록 , 기재",TOEIC
"outbreak,n. (전쟁 · 질병 등의) *발발, 폭동*",SUNEUNG
"healthy,건강한",GTELP
"determine,v. *결심하다, 결정하다*",SUNEUNG
v. *할인하다*,SUNEUNG
"damaged items,손상된 물건",TOEIC
"detailed,adj . 자세한 , 상세한",TOEIC
"ahead of a day,하루 시작 전",GTELP
"indicate,v. *지적하다, 나타내다*",SUNEUNG
"a. *독특한,* 특징적인",SUNEUNG
"bemused,당황한, 어리둥절한",TOEFL
"paste,반죽",GTELP
"gain,얻다 늘리다",GTELP
"pledge,맹세하다",TOEFL
"dispensary,약국, 조제실",TOEFL
"hide,숨기다 은닉하다",GTELP
"permit,v. *허락하다*",SUNEUNG
"symbolic,a. *상징적인*",SUNEUNG
v. *저주하다*,SUNEUNG
"shed,v. *떨구다, 흘리다, 발산하다*",SUNEUNG
"no longer,더 이상 이 아니다",GTELP
"potential,adj . 가능성 이 있는 , 잠재적 인 n . 가능성 , 잠재력 ( 불가 산 N )",TOEIC
"contract,계약하다",TOEFL
"elapse,(시간이) 경과하다",TOEFL
"avoid,v. *피하다*",SUNEUNG
"frown,v. *눈살을 찌푸리다*",SUNEUNG
"practical,현실적인",GTELP
"silver,은 은색",GTELP
v. 복수하다,SUNEUNG
"primitive,원시의",GTELP
"hut,오두막",GTELP
"aroma,향",GTELP
"janitor,n. *문지기, 관리인,* 잡역부",SUNEUNG
"maxim,격언, 금언",TOEFL
"painful,고통스런",GTELP
n. *도약*,SUNEUNG
"form,v. *형성하다*",SUNEUNG
"relinquish one's right,권리를 포기하다",TOEIC
"misnomer,잘못된 명칭",TOEFL
"run-of-the-mill,보통의, 평범한",TOEFL
"rise,오르다",GTELP
"possibility,n. *가능성, 가망*",SUNEUNG
"sequence,n. *순서, 결과, 연속*",SUNEUNG
"recipe,n . 조리법 , 요리법",TOEIC
"duplicate,복사하다, 복제하다",TOEFL
"tend toR R,하는 경향이 있다",GTELP
"prohibitive,(가격) 지나치게 비싼; 금지하는, 제한하는",TOEFL
"bass,n. *저음, 베이스*",SUNEUNG
"capitulate,항복하다, 굴복하다",TOEFL
"v. 맞게 하다, 조정하다",SUNEUNG
"grasp,v. *붙잡다,* 이해하다, 파악하다",SUNEUNG
"one fifth,분의",GTELP
"handout,지원금, 인쇄물",TOEFL
"make sure that SV,을 확신하다",GTELP
"in gaining support,지원을 얻는데",GTELP
"ash,재",GTELP
"be capable of,할 수 있다",GTELP
v. *감소하다*,SUNEUNG
"proportion,n. *비율, 부분*",SUNEUNG
"valiant,a. *용감한, 용맹스런*",SUNEUNG
"infuriate,몹시 화나게 하다, 분노케하다",TOEFL
"illustrate,설명하다",GTELP
"aberrant,정도를 벗어난, 일탈적인",TOEFL
"take a chance,기회를 잡다",GTELP
"accounting,회계",TOEIC
"at all times,phr . 항상 , 언제나",TOEIC
"embrace,n. *포옹*",SUNEUNG
"shy,수줍은",GTELP
"efficient,능률적인 효과 있는",GTELP
"family or community support,",GTELP
"staffing,직원 배치",TOEIC
"domestic,adj . 국내 의 , 국산 의 : 가정 ( 용 ) 의",TOEIC
"domesticate,길들이다, 사육하다",TOEFL
"submission,n . ( 서류 · 제안서 등 의 ) 제출 ( 물 )",TOEIC
"n. 전부, 전체",SUNEUNG
"index finger,검지손가락",GTELP
"art gallery,미술관",GTELP
"consistently,adv . 항상 , 일관 되게 , 지속적 으로",TOEIC
"perdator,n. *육식 동물, 약탈자, 포식자*",SUNEUNG
"forest fire,산불",GTELP
"concentration on sth,정신 집중 / ( 노력 등 의 ) 집중",TOEIC
"valid,a. *타당한, 유효한*",SUNEUNG
"brandish,휘두르다",TOEFL
"admission,n . 입장 : 입학",TOEIC
"plausible,그럴듯한, 정말 같은",TOEFL
"be made from,으로 만들어지다",GTELP
"virtually,adv . 사실상",TOEIC
"cancer,n. *암, 악성 종양*",SUNEUNG
n. *재판관*,SUNEUNG
"notify,~에게 통지하다, 알리다",TOEFL
"offend,v. *감정을 상하게 하다,* (범죄를) 저지르다",SUNEUNG
"robber,강도",GTELP
"exactly,adv . 정확하게",TOEIC
"notion,n. *개념, 의견*",SUNEUNG
"award n v,상 상을 주다",GTELP
"accompany,v . 동행 하다 : 동반 하다",TOEIC
"disparaging,얕보는; 험담하는, 비난하는",TOEFL
"perforation,N. (위 등의) 천공, (구겅을 내서 만든) 절취선",TOEFL
"combustible,가연성의, 불붙기 쉬운",TOEFL
"frequent,a. *빈번한*",SUNEUNG
"goat,염소",GTELP
"straw,짚 밀짚",GTELP
"core,n. *핵심*",SUNEUNG
"furnished,adj . 가구 가 비치 된",TOEIC
"shield,n. *방패, 보호물*",SUNEUNG
"graze,v. *풀을 뜯다, 방목하다*",SUNEUNG
"impoverish,가난하게 하다, 저하시키다",TOEFL
"ecology,n. *생태학*",SUNEUNG
"superb,a. *최고의, 훌륭한*",SUNEUNG
"census,인구조사",GTELP
"inexpensive,adj . 비싸지 않은",TOEIC
"delude,v. *속이다, 착각하게 하다*",SUNEUNG
"v. *설립하다, 제정하다*",SUNEUNG
"meek,a. *얌전한, 온순한*",SUNEUNG
"grant,v. *승인하다, 수여하다*",SUNEUNG
"n. *하락, 쇠퇴*",SUNEUNG
"tree and flower planting,나무 꽃 심기",GTELP
"license,n. *면허, 인가*",SUNEUNG
"v. 용서하다, 남겨주다",SUNEUNG
"handcuff,n. *수갑*",SUNEUNG
"professor,교수",GTELP
"n. *귀환, 반환*",SUNEUNG
"assert,v. *주장하다,* 행사하다",SUNEUNG
"entire,adj . 전체 의 , 전부 의",TOEIC
"diligently,adv . 부지런히 , 열심히",TOEIC
"invidious,비위에 거슬리는, 불쾌한",TOEFL
"curb,v . 억제 하다 . 제한 하다 n . 억제 , 속박 : ( 보도 의 ) 연석",TOEIC
"regard,간주하다, 여기다",TOEFL
"face up to,극복하다",GTELP
"grease,기름 지방",GTELP
"at one's earliest convenience,phr . 되도록 일찍",TOEIC
"consecutive,a. *연속적인, 일관된*",SUNEUNG
"amalgam,혼합물",TOEFL
"admit - ing,인정 하다",TOEIC
"deflect,방향을 바꾸다, 바꾸게 하다; 빗나가게 하다; ""피하다"", 모면하다, 막다",TOEFL
"date back,거슬러 올라가다",GTELP
"specially,특별히 특히",GTELP
"halt,n. *정지, 일시 멈춤*",SUNEUNG
"oblivion,망각, 지각 못하는 상태, 잊혀진 상태",TOEFL
"solicitation,n . 간청",TOEIC
"apprise,정보를 주다,알려주다",TOEFL
"finite,한정된, 유한한",TOEFL
"lately,ad. *최근에*",SUNEUNG
"beatific,기쁨이 넘치는, 더없이 행복해 하는",TOEFL
"by sight,시각으로",GTELP
"evolution,n. *진화*",SUNEUNG
n. *용제*,SUNEUNG
"decision,결정",GTELP
"furthermore,ad. *게다가, 더욱이*",SUNEUNG
"land,착륙하다",TOEFL
"instructor,교관",GTELP
"receive,받다",GTELP
"prefer A to B B A,보다 를 더 좋아하다",GTELP
"suspense,긴장 불안",GTELP
"decision,n . 결정 : 결단력",TOEIC
"illegible,A. 읽기 어려운, 판독하기 어려운",TOEFL
"prompt,a. *즉각적인*",SUNEUNG
"stuff,에 채우다",GTELP
"acquire,얻다",GTELP
"microwave,전자레인지",GTELP
"dilate,넓히다, 팽창시키다",TOEFL
"be equipped with,을 장착하다 설비를 갖추다",GTELP
"aging population,노령인구",GTELP
"v. *축적하다, 쌓아 올리다*",SUNEUNG
"bump,v. *부딪치다, 충돌하다*",SUNEUNG
"join,v.- 에 합류 하다 . , 입사 하다",TOEIC
"dig,파다",GTELP
v. *설명하다*,SUNEUNG
"to the point,적절한",GTELP
a. *평균의*,SUNEUNG
"carefully,adv . 조심 스럽게 , 신중히 , 주의 깊게",TOEIC
"return,v . 돌려 주다 . 반납 하다 . 돌아 오다 , 돌아가다",TOEIC
"periodic,adj . 주기 적인 , 정기적 인",TOEIC
"din,소음",TOEFL
"ingenuity,n. *솜씨, 독창력*",SUNEUNG
"adored,좋아하다",TOEFL
"precariously,불안정하게, 위태롭게",TOEFL
"available,이용할 수 있는",GTELP
"detect,발견하다, 감지하다",TOEFL
"concede,인정하다, 양보하다",TOEFL
"blatant,노골적인, 뻔한",TOEFL
"turn into,로 바뀌다",GTELP
"character,등장인물",GTELP
"saint,n. *성인*(聖人)",SUNEUNG
"beard,n. *턱수염*",SUNEUNG
"rescind,폐지, 폐기, 철회하다",TOEFL
"demand,v. *요구하다*",SUNEUNG
"restrain,제한하다, 억제하다",TOEFL
"vanish,n. *사라지다*",SUNEUNG
"stifling,숨막히는, 답답한",TOEFL
"customer,고객",GTELP
"while,반면에 동안",GTELP
"outfit,n. *용품, 의복*",SUNEUNG
"leap day,윤일",GTELP
"connoisseur,감식가",TOEFL
"notice,알다 주의하다 알아차리다",GTELP
"container,n . 용기 : ( 화물 ) 컨테이너",TOEIC
"cardboard,판지 마분지",GTELP
"largely,adv . 주로 , 대체로",TOEIC
"natural response,자연스러운 반응",GTELP
"knowledgeably,adv . 박식 하게",TOEIC
"as a result,결과적으로",GTELP
"incurable,a. *불치의,* 구제 불능의",SUNEUNG
"suggest,제안하다",GTELP
"shape,모양 형태",GTELP
"intimidate,위협하다",TOEFL
"buttress,부벽; 지탱하다, 지지하다",TOEFL
"delay,n . 지연 , 지체 v . 미루다 . 연기 하다",TOEIC
"flu,n. *유행성 감기*",SUNEUNG
"be eligible/entitled/qualified to V,할 자격 이 있다",TOEIC
"urban,a. *도시의*",SUNEUNG
"skilled/experienced/seasoned,숙련 된 직원",TOEIC
"remain,v. *여전히 ~이다, 남다*",SUNEUNG
"reliable,신뢰할 수 있는",TOEFL
"sharp,날카로운",GTELP
"assure,v . 장담 하다 , 확신 시키다",TOEIC
"maelstrom,큰 소용돌이, 대혼란",TOEFL
"tray,칸막이 한 작은 상자 쟁반",GTELP
"coverage,n . ( 적용 ) 범위 , 보급률",TOEIC
v. *폐허로 만들다*,SUNEUNG
"recreate,다시 만들다 재창조하다",GTELP
"describe,묘사하다",GTELP
"scarce,a. *부족한, 드문*",SUNEUNG
"waterfront,n . ( 도시 의 ) 해안가 물가 , 부듯가",TOEIC
"scientific evidence,과학적 증거",GTELP
"personify,v . ~ 를 의인화 하다 ; 전형적 으로 보여 주다 . ~ 의 화신 이다",TOEIC
"ambience,환경, 분위기",TOEFL
"total,전체의",GTELP
"invisible,보이지 않는",GTELP
"decent,a. *괜찮은, 품위 있는*",SUNEUNG
"flattery,n. *아첨*",SUNEUNG
"be supposed to,할 예정이다",GTELP
"judge,v. *판단하다*",SUNEUNG
"abscond,몰래 떠나다, 종적을 감추다",TOEFL
"emission,배기가스, 방출 물질",TOEFL
"customarily,adv . 관례 ( 습관 ] 적 으로",TOEIC
a. *가짜의*,SUNEUNG
"bias,편견",TOEFL
"yet,그러나",GTELP
"eliminate,제거하다, 없애다",TOEFL
"hail,n. *싸락눈, 우박*",SUNEUNG
"beneficial,유익한",GTELP
"panic,n. *갑작스런 공포, 공황*",SUNEUNG
"nutrition,영양",GTELP
"in addition,phr . 덧붙여 , 게다가",TOEIC
"raze,완전히 파괴하다",TOEFL
"current,adj . 현재 의",TOEIC
"feed,먹이다",GTELP
n. 탐사선,SUNEUNG
Vt. 격분시키다; (성)폭행하다; 위반하다,TOEFL
"crowd,군중, 무리, 밀어넣다",TOEFL
"awkward,어색한, 서투른",TOEFL
"playfully,장난스럽게",GTELP
n. *마주침*,SUNEUNG
"barrier,n. *방벽, 장애물*",SUNEUNG
"reluctant to Root,마지못해서 하다",GTELP
"blacksmith,대장장이",GTELP
"imprison,v. *투옥하다*",SUNEUNG
"shabby,a. *누추한, 초라한*",SUNEUNG
"deserve,v. *~ 받을 가치가 있다, ~할 만하다*",SUNEUNG
"precise,a. *정확한*",SUNEUNG
"expedite,v . 신속히 처리 하다 . 진척 시키다",TOEIC
"cliff,절벽",GTELP
"according to,에 따르면",GTELP
"strenuously,정력적으로, 격렬하게",TOEFL
"anyone who,하는 사람은 누구나",GTELP
"accommodate,v . 요구 등에 부용 하다 . 수용 하다 . ( 사람 을 ) 숙박 시키다",TOEIC
"planning,계획",TOEIC
"fairly,꽤 매우",GTELP
"hush,고요함, 침묵",TOEFL
"victim,n. *희생, 희생자*",SUNEUNG
"incentive,n, *격려, 자극,* 장려금",SUNEUNG
"plaintive,슬픈, 불쌍한, 애처로운",TOEFL
"segment,부분, 조각",TOEFL
"aggravation,악화",TOEFL
"ice cube,얼음 덩어리",GTELP
"magnitude,n. *거대함,* 중요성, (지진) 진도",SUNEUNG
"sort,종류",GTELP
"creep,v. *기다,* (덩굴 등이) 얽히다",SUNEUNG
n. *패배*,SUNEUNG
"equipment,n. *장치, 장비*",SUNEUNG
"confidentiality,n . 비밀 , 기밀 유지",TOEIC
"examine,v. *검사하다, 진찰하다*",SUNEUNG
"combat,n. *전투*",SUNEUNG
a. *맨발의*,SUNEUNG
"apply for,phr . 지원 하다",TOEIC
"consume,v. *소비하다*",SUNEUNG
"recite,v. *암송하다*",SUNEUNG
"engaging,'매력적인, 애교있는, 상냥한, 기분좋은charming; pleasing; attractive'",TOEFL
"trail,길의 흔적 오솔길",GTELP
"litter,더럽히다",GTELP
"earn,v . ( 금전 을 ) 벌다 . ( 평판 을 ) 얻다",TOEIC
"profit,이익 수익",GTELP
"merit,n . 장점 : 가치 v . 가치 가 있다",TOEIC
"breast,n. *가슴*",SUNEUNG
"vast,a. *막대한, 방대한*",SUNEUNG
"myth,신화, 전설",TOEFL
"headache,두통 골칫거리",GTELP
"such as,와 같은",GTELP
"n. *포복, 서행*",SUNEUNG
"stun,v. *기절시키다,* (놀람 · 기쁨으로) *멍하게 하다, 놀래다*",SUNEUNG
"obediently,고분고분하게, 공손하게",TOEFL
"raise,기르다",GTELP
"opinion,의견",GTELP
"terminate,v. *끝내다, 종결짓다*",SUNEUNG
"guess,추측하다",GTELP
"bark,개가 짖다",GTELP
"resolve,v . ( 문제 등 을 ) 해결 하다",TOEIC
"eventually,ad. *결국*",SUNEUNG
v. *대출하다*,SUNEUNG
"embellish,장식하다, 꾸미다",TOEFL
N. 박식한 사람,TOEFL
"cage,우리",GTELP
"repeatedly,adv . 되풀이 하여 , 여러 차례",TOEIC
"indefinitely,무기한으로, 불명확하게",TOEFL
"seldom,adv . 좀처럼 [ 거의 ] ~ 않는",TOEIC
"critical,대단히 중요한,결정적인",TOEFL
"lotion,로션",GTELP
"instinct,본능",GTELP
"procrastinate,미루다, 지연하다, 늑장부리다",TOEFL
v. *기쁘게 하다*,SUNEUNG
"bill,청구서",GTELP
"revise,v *개정하다*",SUNEUNG
"heredity,n. *유전, 유전 형질*",SUNEUNG
"chronic,a. *만성적인, 장기간의*",SUNEUNG
"affirm,v. *단언하다*",SUNEUNG
"engross,몰두, 열중시키다",TOEFL
"avoid,피하다",GTELP
"reaffirm,재차 단언하다",TOEFL
"stubborn,완고한, 고집 센",TOEFL
"stimulate,자극하다, 격려하다",TOEFL
"exclude,v. *배제하다, 제외하다*",SUNEUNG
"rename,새로운 이름을 짓다",GTELP
"sound of exploding glass,유리 폭발 소리",GTELP
"meticulous,꼼꼼한, 세심한",TOEFL
"erase,v. *삭제하다, 지우다*",SUNEUNG
"physics,물리학",GTELP
"productivity,n . 생산성",TOEIC
"conquer,v. *극복하다, 정복하다*",SUNEUNG
"correctness,정확함",GTELP
"address,v. *연설하다*",SUNEUNG
"agriculture,n. *농업*",SUNEUNG
"delegate,v. *파견하다*",SUNEUNG
"solve,해결하다",GTELP
"appointment,n . ( 공적 ) 약속 , ( 진료 ) 예약 , 임명",TOEIC
"pamphlet,소책자, 팸플릿",TOEFL
"scheme,n. *계획, 음모*",SUNEUNG
"malfunction,v . 오작동 하다 n . 고장",TOEIC
"mobility,움직임",GTELP
"minute,미세한",TOEFL
n. *서행*,SUNEUNG
"figure,n. *수치, 계산, 형체*",SUNEUNG
"elderly people,노인",GTELP
"sanction,허가하다, 승인하다",TOEFL
"incurrence,n . ( 손해 를 ) 입음 , ( 책임 을 ) 초래 함",TOEIC
"friction,n. *마찰,* 의견 충돌",SUNEUNG
"potentiality,가능성, 잠재력",TOEFL
"inspect,v . 점검 하다",TOEIC
"parsimonious,인색한, 지나치게 알뜰한",TOEFL
"news industry,뉴스 산업",GTELP
"imitate,v. *모방하다*",SUNEUNG
"manager,관리자",GTELP
"have trouble difficulty ing,- 하는 데 어려움 을 겪다",TOEIC
"passage,n. *통행, 통과,* (인용문의) 한 절",SUNEUNG
"devote,바치다, 헌신하다",TOEFL
"aggravate,악화시키다",TOEFL
"registration,n. *기재, 등록*",SUNEUNG
